# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
11	c07f1fd5d29ab2c6ba3a419dbf6d21b0a4f3900b	c45596cca3ec5d3c98fd3bdc1fb3bca53a3352a1	2026-05-01T06:54:40-03:00	2026-05-01T11:54:40+02:00	commit	Number of running and stopped VMs as preset variables for `Network` type Quota tariffs (#11689)	S4	#992		framework/quota/src/main/java/org/apache/cloudstack/quota/activationrule/presetvariables/PresetVariableHelper.java;framework/quota/src/main/java/org/apache/cloudstack/quota/activationrule/presetvariables/ResourceCounting.java;framework/quota/src/main/java/org/apache/cloudstack/quota/activationrule/presetvariables/Value.java;framework/quota/src/test/java/org/apache/cloudstack/quota/activationrule/presetvariables/PresetVariableHelperTest.java;plugins/database/quota/src/main/java/org/apache/cloudstack/api/response/QuotaResponseBuilderImpl.java				046774433634f730573837f1ecba77f47fcbba41	FAIL					Source Review Required	Adapted	551a19f7caecb817c48eca0e9f3754d433aac241	https://github.com/ablecloud-team/ablestack-cloud/pull/1016	Final local/Actions Java and UI; actual JDBC full-baseline upgrade/fresh/partial failure/concurrent retry; runtime reservation and Quota fixtures. See s4-verification.ko.md and s4-local-tests.tsv.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/c07f1fd5d29ab2c6ba3a419dbf6d21b0a4f3900b	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S4 final: Preserve Volume.Type enum in quota fixture and include ResourceCounting preset class.; source-specific application SHA in s4-review.tsv.
12	0b169920f34c815fc169d5a105f330949c8e5259	64ac0822b439d71796108f0f41485b61e3b8b395	2026-04-27T09:13:58+01:00	2026-04-27T13:43:58+05:30	commit	make dh group 31 default, support 22-24+31 (#12764)	S6	#997	S7	ui/src/views/network/CreateVpnCustomerGateway.vue;utils/src/main/java/com/cloud/utils/net/NetUtils.java;utils/src/test/java/com/cloud/utils/net/NetUtilsTest.java			ui/src/views/network/CreateVpnCustomerGateway.vue	8b07549c16c450ab727537eecb50a938e737a137	FAIL					Source Review Required	Adapted	e47592f51b144da843868648b941c32f63ddb983	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/0b169920f34c815fc169d5a105f330949c8e5259	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S6: Adapt VPN defaults/groups into shared VpnCustomerGateway component preserving configured allowlists and edit values; fix source curve25519 whitespace mismatch
13	ffebe8eaa64607e4294ee2d072e53b0347de5e9e	0b169920f34c815fc169d5a105f330949c8e5259	2026-04-27T15:38:52+05:30	2026-04-27T15:38:52+05:30	commit	Fix bulk power state query missing VM lifecycle state field (#13027)	S5A	#993		engine/schema/src/main/java/com/cloud/vm/dao/VMInstanceDaoImpl.java				12e405e21076ec63596c72fecbe641e4aff7ae56	FAIL					Source Review Required	Applied	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/ffebe8eaa64607e4294ee2d072e53b0347de5e9e	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5A review: Compute actual VM state in bulk status handling; retain Europa FTCTL host-owned progress.
14	92d82989e327470c48d3ad2123a93011c0fb5ae3	ffebe8eaa64607e4294ee2d072e53b0347de5e9e	2026-04-30T05:46:26-03:00	2026-04-30T14:16:26+05:30	commit	Correction of the user responsible for the  event (#13066)	S3	#991		server/src/main/java/com/cloud/resourcelimit/ResourceLimitManagerImpl.java				fcc9ef46de79298d88131f8296c5f3f6b16e1afa	FAIL					Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	Complete Maven regression; API dispatch/context/servlet/server and dependency linkage review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/92d82989e327470c48d3ad2123a93011c0fb5ae3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
15	1f5dba9bd2d33e95c63cc04b57df51b5c7921630	92d82989e327470c48d3ad2123a93011c0fb5ae3	2026-04-30T12:22:35-03:00	2026-04-30T20:52:35+05:30	commit	Release reserved storage resources on VM deployment failure (#13048)	S4	#992		engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql;server/src/main/java/com/cloud/vm/UserVmManagerImpl.java	engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql			a7eeaa1eb2c72ac43e2158757ba645454e4bb016	FAIL					Source Review Required	Adapted	551a19f7caecb817c48eca0e9f3754d433aac241	https://github.com/ablecloud-team/ablestack-cloud/pull/1016	Final local/Actions Java and UI; actual JDBC full-baseline upgrade/fresh/partial failure/concurrent retry; runtime reservation and Quota fixtures. See s4-verification.ko.md and s4-local-tests.tsv.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1f5dba9bd2d33e95c63cc04b57df51b5c7921630	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요. S4 final: Preserve Europa additional disk size reservation while returning releasable Reserver handles.; source-specific application SHA in s4-review.tsv.
16	8906aa1d460166044feb11f5a511a140ca776281	c07f1fd5d29ab2c6ba3a419dbf6d21b0a4f3900b;1f5dba9bd2d33e95c63cc04b57df51b5c7921630	2026-05-01T22:51:01+05:30	2026-05-01T22:51:01+05:30	merge	Merge branch '4.22'	S2	#990	S6	engine/schema/src/main/java/com/cloud/vm/dao/VMInstanceDaoImpl.java;engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql;server/src/main/java/com/cloud/resourcelimit/ResourceLimitManagerImpl.java;server/src/main/java/com/cloud/vm/UserVmManagerImpl.java;ui/src/views/network/VpnCustomerGateway.vue;utils/src/main/java/com/cloud/utils/net/NetUtils.java;utils/src/test/java/com/cloud/utils/net/NetUtilsTest.java	engine/schema/src/main/resources/META-INF/db/schema-42200to42210-cleanup.sql		ui/src/views/network/VpnCustomerGateway.vue							Merge Resolution Review	Adapted	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-merge-review.tsv; s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/8906aa1d460166044feb11f5a511a140ca776281	VPN UI DH22/23/24/31 및 기본 Group31, props/data 합성 확인. 신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요. | S2 review: 19-merge coverage retained in merges.tsv. Independent remerge hunks and in-scope side commits require feature-owner validation; no merge is silently excluded or considered applied. | S6: DH groups22/23/24/31 and preferred AES256/SHA256/Curve25519 integrated into shared VpnCustomerGateway. Preserve allowlist exclusions, existing edit values and parent form composition; three UI regressions.
17	a17bff9ba8770349c3b8344cb45778e89d4379f4	8906aa1d460166044feb11f5a511a140ca776281	2026-05-03T22:09:41+05:30	2026-05-03T18:39:41+02:00	commit	ui: fix webhook filters listing (#13068)	S3	#991	S7	ui/public/locales/en.json;ui/src/components/view/ListView.vue;ui/src/components/view/WebhookFiltersTab.vue			ui/public/locales/en.json;ui/src/components/view/ListView.vue;ui/src/components/view/WebhookFiltersTab.vue	55037c4e0ef4d8b3be8a7c40352127b64552c2ac	FAIL					Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	Webhook module 253 tests including owner/domain access and destination URL policy; UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a17bff9ba8770349c3b8344cb45778e89d4379f4	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: adapted locale merge preserving Europa keys; initial/adapted commit and duplicate peer in s3-review.tsv.
18	1e512ab9c6505641a944db2c878514e189b9f5f6	a17bff9ba8770349c3b8344cb45778e89d4379f4	2026-05-03T22:15:54+05:30	2026-05-03T18:45:54+02:00	commit	Skip QemuImgTest when libvirt native library cannot load (#13086)	S2	#990		plugins/hypervisors/kvm/src/test/java/org/apache/cloudstack/utils/qemu/QemuImgTest.java				c9b99f1be20213ef77508d4366f0f08e183d7af5	FAIL					Source Review Required	Applied	8aa74e786d1416f20377579ac32182e0acd915aa	https://github.com/ablecloud-team/ablestack-cloud/pull/1002	Reviewed/tested head 0725e2c585b35b45d9e9e8f180f051d2022a59a6; merged 17287b59fe3dffccd64003e366c17e274a9b0b28; s2-verification.ko.md and s2-review.tsv. Backend https://github.com/ablecloud-team/ablestack-cloud/actions/runs/34459707761 (12265 tests, failures0/errors0/skipped17); Rocky9.8 https://github.com/ablecloud-team/ablestack-cloud/actions/runs/34459707809; row-specific scope: Native libvirt loading failures are explicit skips: QemuImgTest one skip in the container. Full local and Actions suites pass; this is not a real-KVM functional PASS.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1e512ab9c6505641a944db2c878514e189b9f5f6	Native libvirt loading failures are explicit skips: QemuImgTest one skip in the container. Full local and Actions suites pass; this is not a real-KVM functional PASS.
19	96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	1e512ab9c6505641a944db2c878514e189b9f5f6	2026-05-06T13:41:11-03:00	2026-05-06T13:41:11-03:00	commit	Add option to control MAC address reuse for VR public NICs (#13001)	S6	#997	S4,S7	api/src/main/java/com/cloud/network/Network.java;api/src/main/java/com/cloud/network/NetworkProfile.java;api/src/main/java/com/cloud/network/vpc/Vpc.java;api/src/main/java/com/cloud/network/vpc/VpcService.java;api/src/main/java/org/apache/cloudstack/api/ApiConstants.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/CreateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/UpdateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/CreateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/response/NetworkResponse.java;api/src/main/java/org/apache/cloudstack/api/response/VpcResponse.java;api/src/test/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmdTest.java;engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;engine/schema/src/main/java/com/cloud/network/dao/NetworkVO.java;engine/schema/src/main/java/com/cloud/network/vpc/VpcVO.java;engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql;server/src/main/java/com/cloud/api/ApiResponseHelper.java;server/src/main/java/com/cloud/network/NetworkMigrationManagerImpl.java;server/src/main/java/com/cloud/network/NetworkServiceImpl.java;server/src/main/java/com/cloud/network/router/NetworkHelperImpl.java;server/src/main/java/com/cloud/network/vpc/VpcManagerImpl.java;server/src/main/java/org/apache/cloudstack/network/router/deployment/RouterDeploymentDefinition.java;server/src/main/java/org/apache/cloudstack/network/router/deployment/VpcRouterDeploymentDefinition.java;server/src/test/java/com/cloud/network/NetworkServiceImplTest.java;server/src/test/java/com/cloud/network/router/NetworkHelperImplTest.java;server/src/test/java/com/cloud/network/vpc/VpcManagerImplTest.java;server/src/test/java/com/cloud/vpc/MockNetworkManagerImpl.java;ui/public/locales/en.json;ui/public/locales/pt_BR.json;ui/src/config/section/network.js;ui/src/views/AutogenView.vue;ui/src/views/network/CreateIsolatedNetworkForm.vue;ui/src/views/network/CreateVpc.vue;ui/src/views/network/UpdateNetwork.vue	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql	api/src/main/java/com/cloud/network/Network.java;api/src/main/java/com/cloud/network/NetworkProfile.java;api/src/main/java/com/cloud/network/vpc/Vpc.java;api/src/main/java/com/cloud/network/vpc/VpcService.java;api/src/main/java/org/apache/cloudstack/api/ApiConstants.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/CreateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/network/UpdateNetworkCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/CreateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmd.java;api/src/main/java/org/apache/cloudstack/api/response/NetworkResponse.java;api/src/main/java/org/apache/cloudstack/api/response/VpcResponse.java;api/src/test/java/org/apache/cloudstack/api/command/user/vpc/UpdateVPCCmdTest.java	ui/public/locales/en.json;ui/public/locales/pt_BR.json;ui/src/config/section/network.js;ui/src/views/AutogenView.vue;ui/src/views/network/CreateIsolatedNetworkForm.vue;ui/src/views/network/CreateVpc.vue;ui/src/views/network/UpdateNetwork.vue	4d2bb3cc757e0497ee510a1d24a2370583e9037e	FAIL					Source Review Required	Adapted	9b5a54267c2fa56ad04fa5c7709c26bf13907fb6	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요. | S6: Preserve previous Europa SQL and locale keys; MAC reuse option integrated; S6 same-version phase to follow New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.
20	cbc1ae738803544ba52c7072f81d0dc3847786de	96ca1b2a7c1c80bc5b284e008e9c96d49a276b4a	2026-05-07T10:06:32-03:00	2026-05-07T10:06:32-03:00	commit	Bump the github-actions-dependencies group across 1 directory with 9 updates (#13042)	S2	#990		.github/workflows/ci.yml;.github/workflows/codecov.yml;.github/workflows/codeql-analysis.yml;.github/workflows/daily-repo-status.lock.yml;.github/workflows/docker-cloudstack-simulator.yml;.github/workflows/issue-triage-agent.lock.yml;.github/workflows/merge-conflict-checker.yml;.github/workflows/ui.yml				bc0046cd45daf9c1c6cb1b92142d30c17fb03589	FAIL					Source Review Required	Adapted	274a653f8ee24876bd40fe3a63cdaac3fae2f100	https://github.com/ablecloud-team/ablestack-cloud/pull/1002	Reviewed/tested head 0725e2c585b35b45d9e9e8f180f051d2022a59a6; merged 17287b59fe3dffccd64003e366c17e274a9b0b28; s2-verification.ko.md and s2-review.tsv. Backend https://github.com/ablecloud-team/ablestack-cloud/actions/runs/34459707761 (12265 tests, failures0/errors0/skipped17); Rocky9.8 https://github.com/ablecloud-team/ablestack-cloud/actions/runs/34459707809; row-specific scope: Core UI/checkout actions and the existing inactive simulator ci.yml use final Apache4.23 pins rather than intermediate versions. Apache automation lockfiles, CodeQL and docker-cloudstack-simulator paths are not imported. Core execution and actionlint validate the adapted scope; skipped simulator execution is not a PASS.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/cbc1ae738803544ba52c7072f81d0dc3847786de	Core UI/checkout actions and the existing inactive simulator ci.yml use final Apache4.23 pins rather than intermediate versions. Apache automation lockfiles, CodeQL and docker-cloudstack-simulator paths are not imported. Core execution and actionlint validate the adapted scope; skipped simulator execution is not a PASS.
21	f6efda50d2f6fd27179e6d9b105081b1a828967d	cbc1ae738803544ba52c7072f81d0dc3847786de	2026-05-07T17:11:54+02:00	2026-05-07T17:11:54+02:00	commit	Update .asf.yaml: Add ingox as collaborator(#12058)	S2	#990		.asf.yaml				faae4e3255262cc31f936f8be695a03588dd4781	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f6efda50d2f6fd27179e6d9b105081b1a828967d	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: ASF collaborator/branch ruleset administration only; the file is not deployed or used by Europa build/RC artifacts. Europa repository permissions and branch policy are managed separately.
22	4425ee423480d12a71a867300c366b87c2e53ab4	f6efda50d2f6fd27179e6d9b105081b1a828967d	2026-05-08T06:07:31+05:30	2026-05-07T21:37:31-03:00	commit	Remove unnecessary if-else branch in template permission validation (#12683)	S3	#991		server/src/main/java/com/cloud/api/query/QueryManagerImpl.java				c2d70895dc2b8b046595423a9b72aed49dcb7cb0	FAIL					Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	Complete Maven regression; API dispatch/context/servlet/server and dependency linkage review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4425ee423480d12a71a867300c366b87c2e53ab4	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
23	72b99a3f8ce2265d51dd42526afaf1b399f378f3	4425ee423480d12a71a867300c366b87c2e53ab4	2026-05-08T10:56:50+05:30	2026-05-08T10:56:50+05:30	commit	Make resource deletion safer with name confirmation (#13104)	S7	#998		ui/public/locales/en.json;ui/src/config/section/project.js;ui/src/views/AutogenView.vue			ui/public/locales/en.json;ui/src/config/section/project.js;ui/src/views/AutogenView.vue	4b7e05bf7f015257df48551c5b6d05e26147a9fd	FAIL					Source Review Required	Adapted	d4e63e4e790e6b2470cdb34d2b8b346e08502d9c	https://github.com/ablecloud-team/ablestack-cloud/pull/1039	S7 Docker UI380, actual MySQL fresh/014/S6 upgrade and repeat plus interrupted-DDL replay, Management GUI theme API; final Java/Chromium/official Actions evidence in s7-verification.ko.md and PR #1039. Physical scenarios NOT_RUN #1025.	df859ac8cb4a2cd6b06fdd11f3a074d49083f563	https://github.com/apache/cloudstack/commit/72b99a3f8ce2265d51dd42526afaf1b399f378f3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S7: Project deletion name confirmation; preserve Europa CSV modal/detail actions and invokedAsGroupAction. Typed-name guard also blocks keyboard submission and stale selected rows. Reset on close/new action; Korean prompt.
24	519715e81a65b9df4fa4ef589b2bfd2cd79f442e	1f5dba9bd2d33e95c63cc04b57df51b5c7921630	2026-05-04T14:41:35+05:30	2026-05-04T14:41:35+05:30	commit	Fix id in listguestosmapping search (#13082)	S5A	#993		server/src/main/java/com/cloud/server/ManagementServerImpl.java				5434038e6e9348e1e7d91ebd3efe0c722fc487c5	FAIL					Source Review Required	Applied	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/519715e81a65b9df4fa4ef589b2bfd2cd79f442e	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5A review: Use guest OS mapping id in listGuestOsMapping search criteria.
25	5b9a3d7d320e2dd5bf58d517007d80ce347d89a8	519715e81a65b9df4fa4ef589b2bfd2cd79f442e	2026-05-04T11:13:06+02:00	2026-05-04T14:43:06+05:30	commit	linstor: Fix a file handle resource leak opening template.properties (#13091)	S5B	#994		plugins/storage/volume/linstor/src/main/java/com/cloud/hypervisor/kvm/storage/LinstorStorageAdaptor.java				43c779d3fb0b42e0a1c11c885f3758915034a708	FAIL					Source Review Required	Applied	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/5b9a3d7d320e2dd5bf58d517007d80ce347d89a8	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5B final review: Template property access owns and closes its resource stream; no API or template format contract change.
26	89d915493fb83c5e0abe8db0fc1800bedc5be42b	2511fdffaad8e7bf08328a7363e0437bf32d355b	2026-03-27T01:55:16-03:00	2026-04-20T08:37:21+02:00	commit	Fix NPE on external/unmanaged instance import using custom offerings (#12884)	S5A	#993		server/src/main/java/org/apache/cloudstack/vm/UnmanagedVMsManagerImpl.java;server/src/test/java/org/apache/cloudstack/vm/UnmanagedVMsManagerImplTest.java				dda9d0ced050f4cb7b7cac47925e8428d379f655	FAIL					Source Review Required	Already Satisfied	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/89d915493fb83c5e0abe8db0fc1800bedc5be42b	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5A review: Baseline already selects powered-on and dynamic CPU/RAM values and reserves per imported VM. Preserve CheckedReservation, VDDK, S3 authorization and destination pool contracts.
27	a127a26ebd3cb2b3cdfed3e8a6b5f1a2c855a5cd	89d915493fb83c5e0abe8db0fc1800bedc5be42b	2026-03-27T10:19:52+05:30	2026-04-20T08:37:53+02:00	commit	Fix Revert Instance to Snapshot with custom service offering (#12885)	S5A	#993		server/src/main/java/com/cloud/vm/snapshot/VMSnapshotManagerImpl.java;server/src/test/java/com/cloud/vm/snapshot/VMSnapshotManagerTest.java				4ed6f7f406b8d1597146274a63313485503e61e4	FAIL					Source Review Required	Already Satisfied	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a127a26ebd3cb2b3cdfed3e8a6b5f1a2c855a5cd	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5A review: Baseline already compares service offerings and restores only custom offering details. Preserve Europa snapshot state and unrelated VM details.
28	2eef7aa9a272a1346e5caea3c3a84f3f5264afed	a127a26ebd3cb2b3cdfed3e8a6b5f1a2c855a5cd	2026-04-30T13:52:39+02:00	2026-04-30T13:52:39+02:00	commit	adding default deny keys also when there are no other keys	S3	#991		framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/manager/ExtensionsManagerImpl.java				dbc437a8afccaf230ccea15844852ce4020cb5c5	FAIL					Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	Complete Maven regression; API dispatch/context/servlet/server and dependency linkage review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/2eef7aa9a272a1346e5caea3c3a84f3f5264afed	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
